Month;WeekOfMonth;DayOfWeek;AccidentArea;DayOfWeekClaimed;MonthClaimed;WeekOfMonthClaimed;PolicyNumber;Fault;RepNumber;Days_Policy_Accident;Days_Policy_Claim;PoliceReportFiled;WitnessPresent;NumberOfSuppliments;AddressChange_Claim;Year;FraudFound_P;Make;Sex;MaritalStatus;Age;VehicleCategory;VehiclePrice;Deductible;DriverRating;PastNumberOfClaims;AgeOfVehicle;AgentType;NumberOfCars;BasePolicy
Oct;4;Tuesday;Urban;Thursday;Oct;4;28683;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1995;1;Accura;Male;Married;68;Utility;more than 69000;400;2;none;more than 7;External;1 vehicle;All Perils
Aug;3;Tuesday;Urban;Monday;Aug;4;11661;Policy Holder;11;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Male;Single;31;Sedan;less than 20000;400;3;none;7 years;External;1 vehicle;Collision
Jan;1;Monday;Urban;Tuesday;Jan;1;45348;Third Party;14;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Male;Married;34;Sedan;20000 to 29000;400;3;none;7 years;External;1 vehicle;Collision
Apr;3;Monday;Urban;Wednesday;Apr;3;11772;Policy Holder;5;more than 30;more than 30;No;No;none;no change;1994;0;Chevrolet;Male;Married;40;Utility;more than 69000;400;3;2 to 4;7 years;External;1 vehicle;Liability
Feb;3;Friday;Urban;Thursday;Feb;4;28550;Third Party;9;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Saturn;Male;Married;46;Sedan;30000 to 39000;400;3;1;7 years;Internal;1 vehicle;Collision
Dec;2;Tuesday;Urban;Thursday;Dec;3;48356;Policy Holder;5;more than 30;more than 30;No;No;3 to 5;no change;1995;1;Pontiac;Male;Single;28;Sedan;30000 to 39000;400;3;none;6 years;External;1 vehicle;All Perils
Jul;3;Thursday;Urban;Wednesday;Aug;3;6561;Policy Holder;14;more than 30;more than 30;No;No;more than 5;no change;1995;0;Toyota;Female;Married;31;Sedan;less than 20000;400;4;none;7 years;External;1 vehicle;All Perils
Aug;1;Wednesday;Urban;Thursday;Aug;1;43945;Policy Holder;3;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Single;29;Sedan;less than 20000;400;4;2 to 4;7 years;External;1 vehicle;Collision
Jan;3;Monday;Urban;Monday;Jan;3;3818;Policy Holder;5;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Male;Single;0;Sport;more than 69000;400;1;more than 4;new;External;1 vehicle;Liability
Nov;3;Wednesday;Urban;Thursday;Nov;4;30124;Third Party;7;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Accura;Male;Married;46;Sedan;20000 to 29000;400;2;none;more than 7;External;1 vehicle;All Perils
Aug;4;Thursday;Urban;Friday;Aug;4;43110;Policy Holder;5;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Married;51;Sedan;20000 to 29000;400;3;more than 4;more than 7;External;1 vehicle;Collision
Jul;2;Saturday;Urban;Tuesday;Jul;2;35261;Policy Holder;11;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Female;Single;31;Sport;20000 to 29000;400;2;none;5 years;External;1 vehicle;Liability
May;2;Saturday;Urban;Saturday;May;3;15626;Policy Holder;14;more than 30;more than 30;No;No;3 to 5;no change;1996;1;Pontiac;Male;Married;32;Sedan;30000 to 39000;400;2;1;7 years;External;1 vehicle;Collision
Mar;3;Wednesday;Urban;Wednesday;Mar;4;8164;Policy Holder;2;more than 30;more than 30;No;No;more than 5;no change;1995;1;Honda;Male;Single;53;Sedan;20000 to 29000;400;1;1;more than 7;External;1 vehicle;All Perils
Jan;5;Saturday;Urban;Tuesday;Jan;5;37334;Third Party;11;more than 30;more than 30;No;No;more than 5;no change;1995;0;Honda;Male;Married;40;Sedan;20000 to 29000;400;4;none;7 years;External;1 vehicle;Collision
Jun;1;Wednesday;Urban;Thursday;Jun;1;4468;Policy Holder;15;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Married;70;Sedan;more than 69000;400;2;2 to 4;more than 7;External;1 vehicle;Collision
Jul;4;Tuesday;Rural;Wednesday;Jul;4;43876;Policy Holder;5;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Male;Married;31;Sedan;30000 to 39000;400;1;more than 4;7 years;External;1 vehicle;Collision
Apr;1;Tuesday;Urban;Wednesday;Apr;1;12043;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;49;Sport;30000 to 39000;400;4;2 to 4;more than 7;External;1 vehicle;Liability
Dec;5;Saturday;Urban;Tuesday;Jan;2;27712;Third Party;16;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;51;Sedan;30000 to 39000;400;2;none;more than 7;External;1 vehicle;Collision
May;3;Sunday;Urban;Friday;May;3;17153;Policy Holder;7;more than 30;more than 30;No;No;3 to 5;4 to 8 years;1995;0;Pontiac;Male;Married;28;Sport;more than 69000;400;1;1;5 years;External;2 vehicles;Liability
Oct;3;Monday;Urban;Tuesday;Oct;3;29231;Policy Holder;5;more than 30;more than 30;No;No;none;no change;1994;0;VW;Female;Married;51;Sedan;40000 to 59000;400;1;1;more than 7;External;1 vehicle;Collision
Aug;1;Monday;Urban;Monday;Aug;2;42646;Third Party;7;more than 30;more than 30;No;No;more than 5;no change;1994;0;Honda;Male;Married;42;Sedan;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Collision
Jan;4;Wednesday;Urban;Thursday;Mar;3;998;Policy Holder;7;more than 30;more than 30;No;No;3 to 5;4 to 8 years;1996;0;Ford;Male;Married;34;Sedan;20000 to 29000;400;3;1;6 years;External;2 vehicles;All Perils
Sep;3;Sunday;Urban;Wednesday;Sep;3;16371;Policy Holder;13;more than 30;more than 30;No;No;none;no change;1996;0;Chevrolet;Female;Married;33;Sport;20000 to 29000;400;3;none;5 years;External;1 vehicle;Liability
Feb;2;Saturday;Urban;Wednesday;Feb;3;1654;Policy Holder;10;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Toyota;Female;Married;68;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;All Perils
Nov;5;Tuesday;Urban;Tuesday;Nov;5;25803;Policy Holder;12;more than 30;more than 30;Yes;No;more than 5;no change;1996;0;Ford;Male;Single;37;Sport;40000 to 59000;400;3;2 to 4;more than 7;External;1 vehicle;Liability
Nov;2;Wednesday;Urban;Monday;Nov;2;17759;Third Party;12;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Pontiac;Female;Married;35;Sedan;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Collision
Apr;4;Thursday;Urban;Wednesday;May;1;5409;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1994;0;Ford;Male;Married;41;Sedan;more than 69000;400;4;none;7 years;External;1 vehicle;All Perils
Apr;2;Friday;Urban;Monday;Apr;2;12742;Third Party;7;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Mazda;Male;Married;36;Sedan;less than 20000;400;2;none;more than 7;External;1 vehicle;All Perils
Apr;4;Friday;Urban;Monday;Apr;4;43551;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;53;Sport;20000 to 29000;400;4;none;more than 7;External;1 vehicle;Liability
Sep;4;Sunday;Urban;Thursday;Sep;5;29007;Policy Holder;1;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Female;Married;27;Sedan;20000 to 29000;400;4;1;6 years;External;1 vehicle;All Perils
Nov;5;Tuesday;Urban;Tuesday;Nov;5;29141;Third Party;12;more than 30;more than 30;No;Yes;more than 5;no change;1994;0;Pontiac;Male;Married;32;Sedan;30000 to 39000;400;2;1;7 years;External;1 vehicle;Collision
May;4;Saturday;Urban;Wednesday;May;4;14027;Policy Holder;4;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Accura;Male;Married;49;Sedan;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;Collision
Jun;2;Friday;Urban;Friday;Jun;2;49119;Policy Holder;10;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Mazda;Male;Married;39;Sport;30000 to 39000;400;4;more than 4;7 years;External;1 vehicle;Liability
Dec;3;Thursday;Rural;Friday;Dec;3;48020;Policy Holder;13;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Female;Married;37;Sedan;20000 to 29000;400;4;none;5 years;External;1 vehicle;All Perils
May;4;Monday;Urban;Wednesday;May;4;28398;Policy Holder;7;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Mazda;Male;Single;34;Sedan;20000 to 29000;400;1;1;7 years;External;1 vehicle;Collision
Aug;1;Tuesday;Urban;Wednesday;Aug;1;18593;Policy Holder;11;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;59;Sedan;less than 20000;400;3;none;more than 7;External;1 vehicle;All Perils
Jan;1;Sunday;Urban;Monday;Jan;1;3533;Policy Holder;9;more than 30;more than 30;No;No;none;no change;1995;0;Ford;Male;Single;35;Sport;more than 69000;400;1;1;6 years;External;1 vehicle;Liability
May;4;Friday;Urban;Tuesday;Nov;2;39866;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1994;0;VW;Female;Married;40;Sedan;more than 69000;400;1;1;6 years;External;1 vehicle;Collision
Apr;1;Wednesday;Urban;Thursday;Apr;2;14694;Third Party;1;more than 30;more than 30;No;No;1 to 2;4 to 8 years;1996;0;Toyota;Female;Married;45;Sedan;20000 to 29000;400;2;1;6 years;External;2 vehicles;Collision
Apr;1;Saturday;Urban;Wednesday;May;1;918;Policy Holder;16;more than 30;more than 30;No;No;more than 5;no change;1995;0;Mazda;Male;Married;49;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;Collision
Dec;5;Friday;Urban;Friday;Jan;2;34858;Policy Holder;12;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Single;44;Sport;30000 to 39000;400;2;2 to 4;7 years;External;1 vehicle;Liability
Feb;3;Saturday;Urban;Wednesday;Mar;1;9768;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1994;1;Pontiac;Female;Single;32;Sport;20000 to 29000;400;3;1;5 years;External;1 vehicle;Liability
Jun;1;Wednesday;Urban;Friday;Jun;2;22739;Policy Holder;5;more than 30;more than 30;No;No;none;no change;1994;1;Accura;Male;Married;43;Sedan;40000 to 59000;400;3;1;7 years;External;1 vehicle;Collision
Feb;2;Tuesday;Urban;Wednesday;Feb;2;41018;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;28;Sport;20000 to 29000;400;1;2 to 4;5 years;External;1 vehicle;Liability
May;1;Wednesday;Urban;Thursday;May;2;28876;Policy Holder;4;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Ford;Male;Single;29;Sedan;60000 to 69000;400;1;1;7 years;External;1 vehicle;All Perils
May;1;Friday;Urban;Wednesday;May;2;41298;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1994;1;Honda;Male;Divorced;30;Sedan;30000 to 39000;400;1;2 to 4;6 years;External;1 vehicle;All Perils
Apr;2;Wednesday;Rural;Thursday;Apr;3;44885;Policy Holder;11;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Accura;Male;Married;67;Utility;more than 69000;700;1;none;more than 7;External;1 vehicle;All Perils
Jul;1;Tuesday;Urban;Friday;Jul;2;24426;Third Party;4;more than 30;more than 30;Yes;No;3 to 5;no change;1995;0;Mazda;Female;Married;50;Sedan;more than 69000;400;1;2 to 4;more than 7;External;1 vehicle;Collision
Mar;2;Monday;Urban;Monday;Mar;2;34470;Policy Holder;15;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Male;Married;28;Sedan;20000 to 29000;400;4;1;7 years;External;1 vehicle;Collision
Sep;1;Thursday;Urban;Wednesday;Sep;2;1520;Third Party;10;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;65;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;Collision
May;4;Thursday;Rural;Thursday;May;5;17015;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Single;0;Sedan;more than 69000;400;2;none;new;External;1 vehicle;All Perils
Oct;2;Thursday;Urban;Monday;Oct;3;38707;Third Party;3;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Toyota;Male;Married;33;Sedan;30000 to 39000;400;1;none;6 years;External;1 vehicle;Collision
Nov;3;Tuesday;Urban;Thursday;Dec;4;46009;Policy Holder;6;more than 30;more than 30;No;No;more than 5;no change;1994;0;Accura;Male;Married;39;Sport;30000 to 39000;400;4;more than 4;7 years;External;1 vehicle;Liability
Dec;3;Friday;Rural;Thursday;Aug;1;33545;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Male;Married;34;Sedan;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Collision
Apr;1;Wednesday;Urban;Tuesday;Apr;2;22838;Policy Holder;3;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Female;Single;28;Sedan;less than 20000;400;3;none;6 years;External;1 vehicle;All Perils
Dec;1;Sunday;Urban;Tuesday;Dec;1;44034;Policy Holder;8;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Mazda;Male;Married;65;Sedan;less than 20000;400;1;1;7 years;External;1 vehicle;Collision
May;3;Saturday;Urban;Thursday;May;3;16203;Third Party;3;more than 30;more than 30;No;No;more than 5;no change;1995;0;Dodge;Male;Single;0;Sedan;30000 to 39000;400;3;2 to 4;3 years;External;1 vehicle;All Perils
Jan;1;Monday;Urban;Tuesday;Jan;3;23721;Policy Holder;5;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Single;28;Sedan;less than 20000;400;2;1;6 years;External;1 vehicle;Collision
Sep;3;Friday;Urban;Monday;Sep;3;18787;Policy Holder;15;more than 30;more than 30;No;No;more than 5;no change;1994;0;Honda;Male;Married;54;Sport;30000 to 39000;400;2;more than 4;more than 7;External;1 vehicle;Liability
Dec;3;Thursday;Urban;Thursday;Dec;4;10380;Third Party;15;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Married;58;Sedan;20000 to 29000;400;1;none;6 years;External;1 vehicle;Collision
Mar;3;Monday;Urban;Wednesday;Apr;2;31910;Policy Holder;12;more than 30;more than 30;No;No;more than 5;no change;1995;0;Honda;Male;Married;37;Sport;30000 to 39000;400;3;1;more than 7;External;1 vehicle;Liability
Sep;1;Sunday;Rural;Monday;Sep;1;135;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1995;1;Honda;Male;Single;18;Sport;more than 69000;400;4;none;5 years;External;1 vehicle;Collision
Aug;2;Wednesday;Urban;Wednesday;Aug;2;26586;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1994;0;Chevrolet;Male;Married;59;Sedan;30000 to 39000;400;1;2 to 4;more than 7;External;1 vehicle;All Perils
Oct;3;Thursday;Urban;Wednesday;Dec;3;23217;Policy Holder;11;more than 30;more than 30;No;No;none;no change;1994;0;Chevrolet;Male;Married;35;Sedan;20000 to 29000;400;4;1;6 years;External;1 vehicle;Collision
Apr;4;Friday;Urban;Tuesday;May;3;22633;Policy Holder;11;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;39;Sport;30000 to 39000;400;4;2 to 4;7 years;External;1 vehicle;Liability
Jul;5;Sunday;Urban;Wednesday;Aug;1;22031;Policy Holder;3;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Single;34;Sport;20000 to 29000;400;1;more than 4;6 years;External;1 vehicle;Liability
Mar;2;Sunday;Urban;Monday;Mar;3;43735;Policy Holder;9;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Pontiac;Male;Single;40;Sedan;30000 to 39000;400;3;1;more than 7;External;1 vehicle;Collision
Nov;3;Friday;Urban;Wednesday;Nov;5;39282;Policy Holder;6;more than 30;more than 30;Yes;No;more than 5;no change;1995;0;Pontiac;Male;Married;34;Sedan;more than 69000;400;1;more than 4;6 years;External;1 vehicle;Collision
Oct;3;Wednesday;Urban;Wednesday;Oct;3;43956;Policy Holder;10;more than 30;more than 30;No;No;more than 5;no change;1995;0;Mazda;Male;Married;33;Sport;more than 69000;400;1;2 to 4;7 years;External;1 vehicle;Liability
Oct;1;Wednesday;Urban;Thursday;Oct;2;11299;Third Party;12;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Male;Married;33;Sport;more than 69000;400;4;none;7 years;External;1 vehicle;Collision
Dec;3;Monday;Urban;Wednesday;Dec;3;44400;Third Party;6;more than 30;more than 30;Yes;No;more than 5;no change;1995;0;Honda;Male;Married;40;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;Collision
Feb;1;Wednesday;Urban;Tuesday;Feb;2;13609;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1996;0;Ford;Male;Married;43;Sedan;20000 to 29000;400;3;none;7 years;External;1 vehicle;All Perils
Aug;2;Tuesday;Urban;Thursday;Aug;2;17936;Policy Holder;5;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Male;Single;38;Sedan;20000 to 29000;400;4;none;6 years;External;1 vehicle;Collision
Jul;3;Tuesday;Urban;Monday;Aug;4;37115;Policy Holder;15;more than 30;more than 30;No;Yes;none;no change;1996;0;Honda;Male;Single;0;Sedan;more than 69000;400;4;none;new;External;1 vehicle;All Perils
May;2;Tuesday;Urban;Tuesday;May;3;19585;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1995;0;Accura;Male;Single;32;Sedan;30000 to 39000;400;3;1;6 years;External;1 vehicle;All Perils
Apr;4;Thursday;Urban;Thursday;Apr;5;29311;Policy Holder;8;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Married;74;Sport;20000 to 29000;700;2;none;more than 7;External;1 vehicle;Liability
May;4;Saturday;Urban;Monday;May;4;515;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;27;Sport;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Liability
Aug;2;Monday;Urban;Thursday;Aug;2;25447;Third Party;12;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Chevrolet;Male;Married;52;Sedan;more than 69000;400;4;more than 4;more than 7;External;1 vehicle;Collision
Apr;4;Wednesday;Urban;Thursday;May;1;694;Policy Holder;14;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Married;53;Sport;20000 to 29000;400;1;1;more than 7;External;1 vehicle;Liability
Dec;5;Friday;Urban;Wednesday;Jan;1;23684;Policy Holder;2;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Pontiac;Male;Single;31;Sport;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;Liability
Sep;2;Monday;Urban;Wednesday;Sep;2;11974;Policy Holder;5;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Male;Single;23;Sport;20000 to 29000;400;4;none;5 years;External;1 vehicle;Liability
Mar;3;Friday;Urban;Tuesday;Mar;4;12075;Third Party;14;more than 30;more than 30;No;No;more than 5;no change;1996;0;Accura;Male;Married;43;Sedan;more than 69000;400;1;1;7 years;External;1 vehicle;All Perils
Feb;3;Monday;Urban;Thursday;Mar;3;32245;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Married;43;Sport;40000 to 59000;400;2;1;7 years;External;1 vehicle;Liability
Oct;3;Thursday;Urban;Tuesday;Oct;5;13137;Policy Holder;1;more than 30;more than 30;Yes;No;none;no change;1996;0;Ford;Male;Married;59;Sedan;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;All Perils
Jul;4;Wednesday;Urban;Thursday;Jul;4;14785;Policy Holder;8;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Chevrolet;Male;Married;55;Sport;20000 to 29000;400;4;1;more than 7;External;1 vehicle;Liability
Jul;1;Saturday;Urban;Monday;Jul;2;2329;Policy Holder;7;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Pontiac;Male;Single;33;Sport;30000 to 39000;700;1;more than 4;7 years;External;1 vehicle;Liability
Jun;3;Friday;Urban;Wednesday;Jul;1;571;Third Party;15;more than 30;more than 30;No;No;more than 5;no change;1995;0;Toyota;Male;Married;54;Sport;20000 to 29000;400;1;1;more than 7;External;1 vehicle;Liability
May;2;Monday;Urban;Tuesday;May;2;21042;Third Party;6;more than 30;more than 30;No;No;none;no change;1996;0;VW;Male;Married;38;Sedan;40000 to 59000;400;4;1;more than 7;External;3 to 4;Collision
Jun;3;Monday;Urban;Monday;Jun;3;577;Policy Holder;9;more than 30;more than 30;No;No;more than 5;no change;1994;0;Honda;Male;Married;32;Sport;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Liability
May;1;Friday;Urban;Tuesday;May;2;4742;Policy Holder;5;more than 30;more than 30;No;No;more than 5;no change;1995;0;Dodge;Male;Married;38;Sedan;30000 to 39000;400;1;none;7 years;External;1 vehicle;Collision
Feb;1;Wednesday;Urban;Tuesday;Feb;2;27653;Third Party;8;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Toyota;Male;Married;72;Sport;20000 to 29000;400;1;2 to 4;more than 7;External;1 vehicle;Liability
Jun;3;Friday;Urban;Tuesday;Jun;3;30892;Third Party;9;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Male;Married;37;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;All Perils
Dec;4;Thursday;Rural;Tuesday;Dec;4;7136;Policy Holder;2;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Male;Married;48;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability
May;3;Friday;Urban;Monday;May;4;41578;Policy Holder;7;more than 30;more than 30;No;No;more than 5;no change;1996;0;Toyota;Male;Single;28;Sport;30000 to 39000;400;4;2 to 4;6 years;External;1 vehicle;Liability
Aug;2;Monday;Urban;Friday;Sep;4;40645;Third Party;12;15 to 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Married;41;Sedan;less than 20000;400;2;none;more than 7;External;1 vehicle;Collision
Sep;3;Monday;Urban;Monday;Sep;3;36220;Policy Holder;3;more than 30;more than 30;No;No;more than 5;no change;1994;0;VW;Male;Married;66;Sport;40000 to 59000;400;2;more than 4;more than 7;External;1 vehicle;Liability
Oct;2;Sunday;Urban;Wednesday;Nov;2;2369;Policy Holder;14;more than 30;more than 30;No;No;more than 5;no change;1995;0;Honda;Male;Single;34;Sedan;20000 to 29000;400;3;1;7 years;External;1 vehicle;Collision
